Record ID,Property Address,Type,Contract Type,Folder ID,Folder Link
"6a3a382f0eeaa38319d9a8ed","6 Adye Ct Shorewell Park TAS 7320","05 Established","Single","1Q6ZmHcaZemESpXFhSrwH0AR-cVNOlApA","https://drive.google.com/drive/folders/1Q6ZmHcaZemESpXFhSrwH0AR-cVNOlApA"
"6a3a2c298585780a9c9646bc","6 Saxonvale Ct New Auckland QLD 4680","05 Established","Single","1NhWmBG1uChA1r8WxbMTYff_xYSvr_N9y","https://drive.google.com/drive/folders/1NhWmBG1uChA1r8WxbMTYff_xYSvr_N9y"
"6a3b53193d49d1a8444e77bf","9 Charnley Gdns Waikiki wa 6169","05 Established","Single","1AHpHKT0c-oBmuTmY8jrOYUSFx_uD5fek","https://drive.google.com/drive/folders/1AHpHKT0c-oBmuTmY8jrOYUSFx_uD5fek"
"6a3c8486ceb1f2f631c5e3b3","Lot 1, 4 Hurst Rd Gawler East SA 5118","02 Single Comms","Single","1pd0TDz5i5XpLsGE_4nZ4KE2Iz0AVOvC3","https://drive.google.com/drive/folders/1pd0TDz5i5XpLsGE_4nZ4KE2Iz0AVOvC3"
"6a0d5e560ea4620be733473f","Lot 110, Units 1,2, Mahogany Drive LOGAN RESERVE QLD 4133","02 Single Comms","Single","1zg1kM2kHTWaeAvtpu2xKL_CumJ5-dk0_","https://drive.google.com/drive/folders/1zg1kM2kHTWaeAvtpu2xKL_CumJ5-dk0_"
"6a3223777f314f7bb909ed8e","Lot 111, Unit 2, Macintyre St Holmview QLD 4207","02 Single Comms","Single","1QkdWVD4NF6erRj0diC63ZqML8ZI9C0ho","https://drive.google.com/drive/folders/1QkdWVD4NF6erRj0diC63ZqML8ZI9C0ho"
"6a05344100da13000a9df2d5","Lot 171, Pilly Dr, Burrum Heads QLD 4659","02 Single Comms","Single","1vCaMlpEy2cBw9WlD_gBi6TB4ARb77G6k","https://drive.google.com/drive/folders/1vCaMlpEy2cBw9WlD_gBi6TB4ARb77G6k"
"6a3c848a30fa5b11088a62a6","Lot 2, 4 Hurst Rd Gawler East SA 5118","02 Single Comms","Single","1pd0TDz5i5XpLsGE_4nZ4KE2Iz0AVOvC3","https://drive.google.com/drive/folders/1pd0TDz5i5XpLsGE_4nZ4KE2Iz0AVOvC3"
"6a39ff8e82b3d41acdaa52bd","Lot 34, Birmingham Rd Cranbourne East VIC 3977","02 Single Comms","Single","1nZ7TMqjILicU5Twp9CxjBUxPOxPxUAG2","https://drive.google.com/drive/folders/1nZ7TMqjILicU5Twp9CxjBUxPOxPxUAG2"
"6a39ff92ec8827078ec0e4aa","Lot 37, Birmingham Rd Cranbourne East VIC 3977","02 Single Comms","Single","1nZ7TMqjILicU5Twp9CxjBUxPOxPxUAG2","https://drive.google.com/drive/folders/1nZ7TMqjILicU5Twp9CxjBUxPOxPxUAG2"
"6a39ff9b8bab9f2f9150d828","Lot 43, Birmingham Rd Cranbourne East VIC 3977","02 Single Comms","Single","1nZ7TMqjILicU5Twp9CxjBUxPOxPxUAG2","https://drive.google.com/drive/folders/1nZ7TMqjILicU5Twp9CxjBUxPOxPxUAG2"
"6a3b8b62eabbf745d277b322","Unit 1, 22 Carara Dr, Kawana QLD 4701","05 Established","Single","1QuetcC6Zd0Oo3yvKMP0wt5CKsGYftsTb","https://drive.google.com/drive/folders/1QuetcC6Zd0Oo3yvKMP0wt5CKsGYftsTb"
"6a3c6cf1114fff69445f1ed9","Unit 2, 22 Carara Dr, Kawana QLD 4701","05 Established","Single","15I28JXdZJuzBOqLaKkQF0jEjrwjQGWHg","https://drive.google.com/drive/folders/15I28JXdZJuzBOqLaKkQF0jEjrwjQGWHg"
"6a2a5513ccef5f9804ce7997","Unit 2, 4 Fairfield St Cranbourne vic 3977","05 Established","Single","1dQM105DFQ8ni2chgZnFfTb8pOZPNihQ_","https://drive.google.com/drive/folders/1dQM105DFQ8ni2chgZnFfTb8pOZPNihQ_"
"6a2b650708ed270e947a7e16","UNIT 3 42 Powell St, South Yarra South Yarra VIC 3141","05 Established","Single","1W49HHFLnMlKAmRuY9O9Xo8DG8MUQnorZ","https://drive.google.com/drive/folders/1W49HHFLnMlKAmRuY9O9Xo8DG8MUQnorZ"
"6a212fc72e7fa74e2bc65aa5","UNIT 4 30-32 Magnolia Ct Brighton TAS 7030","05 Established","Single","1x2lD9NzSprRwLcV0s7znqQhEv5WK8Lax","https://drive.google.com/drive/folders/1x2lD9NzSprRwLcV0s7znqQhEv5WK8Lax"
"6a150109621bed10224fa43c","UNIT 5 33 Wyong Cr Andrews Farm SA 5114","03 Internal With Comms","Single","180z0_PZ5gam1SX2BR_qNNQwFjd8KdFVK","https://drive.google.com/drive/folders/180z0_PZ5gam1SX2BR_qNNQwFjd8KdFVK"
"6a3369abcef18f749ff12fea","Unit 5, 28 Ashmont Av Ashmont NSW 2650","05 Established","Single","1CBsJFGYCU46XVIL8n5FeG3f9SQ0ovowp","https://drive.google.com/drive/folders/1CBsJFGYCU46XVIL8n5FeG3f9SQ0ovowp"
"6a2245c3a6ffdc4003f20a70","Units 1,2, 25 Carmody St Hermit Park QLD 4812","05 Established","Single","1B6T04rCOq-AgzyLjUz1vLLMh1EjQxUIv","https://drive.google.com/drive/folders/1B6T04rCOq-AgzyLjUz1vLLMh1EjQxUIv"
"6a27c3aeed89f0fbb53ae107","Units 1,2, 461 Boat Harbour Dr, Torquay QLD 4655","05 Established","Single","1xaEJQ6G50zX4xemTdunkdGPQnX5Ac8hL","https://drive.google.com/drive/folders/1xaEJQ6G50zX4xemTdunkdGPQnX5Ac8hL"
"6a3b24f72c5397ec0739340f","Units A-C, 146 Dee St Koongal QLD 4701","05 Established","Single","1eb3aBqMWO7vRRFhevDFgxJFRPWqo3vvj","https://drive.google.com/drive/folders/1eb3aBqMWO7vRRFhevDFgxJFRPWqo3vvj"
"6a28c9f26888d05e40a7d67b","Units A,B, 3 Toy Pl Tolland NSW 2650","05 Established","Single","17THzfG0OEE42Sz3un8v-y2o80TSMZYYV","https://drive.google.com/drive/folders/17THzfG0OEE42Sz3un8v-y2o80TSMZYYV"
"6a3cf233da2dd7d81e6d4df0","Units A,B, 8 Dora St Morayfield QLD 4506","05 Established","Single","1e_AfCZ1KMy8tjEXho6_8WTqKGqkFjdC3","https://drive.google.com/drive/folders/1e_AfCZ1KMy8tjEXho6_8WTqKGqkFjdC3"
"6a322ef197b7be11efcab173","1442 Harlowe Estate Huntly VIC 3551","01 Hl Comms","Split","1BfTqBHRPBN2KJ_Q0mYkYiGIWvrnUIeWP","https://drive.google.com/drive/folders/1BfTqBHRPBN2KJ_Q0mYkYiGIWvrnUIeWP"
"6a321762f0c4ec0599b19a38","Lot 1804, Units 1,2, AFFINITY Bvd, Morayfield QLD 4506","01 Hl Comms","Split","16xSMlK6lu-FXYdGJsd73uZEvYgldau_r","https://drive.google.com/drive/folders/16xSMlK6lu-FXYdGJsd73uZEvYgldau_r"
"6a2ba3ecec66ad74d537a152","Lot 1, 28 Daniel St Elizabeth Park SA 5113","01 Hl Comms","Split","1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a1682e6aae585417d2a6ebb","Lot 1114, Jessup St Huntly VIC 3551","01 Hl Comms","Split","18IoKWVhH9NCN63UFg8bVWnnDYA3pv_sD","https://drive.google.com/drive/folders/18IoKWVhH9NCN63UFg8bVWnnDYA3pv_sD"
"6a3b451778d85c8dee4ccb00","Lot 12, Howards Crossing Howard QLD 4659","01 Hl Comms","Split","125UjwMFbPRe_DiPJWv1xiz4NGLhQt_OS","https://drive.google.com/drive/folders/125UjwMFbPRe_DiPJWv1xiz4NGLhQt_OS"
"6a39eda8a8e72b3983df8d08","Lot 14, Howards Crossing, Howard QLD 4659","01 Hl Comms","Split","1AbLwDBpX1WT8r4XnwogQD3YlYk7OYB6E","https://drive.google.com/drive/folders/1AbLwDBpX1WT8r4XnwogQD3YlYk7OYB6E"
"6a0bbaa6257959f88928ffd6","Lot 1420, Harlowe Estate Huntly VIC 3551","01 Hl Comms","Split","1JR9A5Khj_uKv7rgRda_8njmnqoiaw5OA","https://drive.google.com/drive/folders/1JR9A5Khj_uKv7rgRda_8njmnqoiaw5OA"
"6a2fb0093ea5b3be1362f749","Lot 1422, Harlowe Estate Huntly vic 3551","01 Hl Comms","Split","1AsLL-W9nZJxlGzSDQMn2J1bQCH2AyndJ","https://drive.google.com/drive/folders/1AsLL-W9nZJxlGzSDQMn2J1bQCH2AyndJ"
"6a2fb00b31c8a433e7dd4ebd","Lot 1423, Harlowe Estate Huntly vic 3551","01 Hl Comms","Split","1AsLL-W9nZJxlGzSDQMn2J1bQCH2AyndJ","https://drive.google.com/drive/folders/1AsLL-W9nZJxlGzSDQMn2J1bQCH2AyndJ"
"6a0bb43fa1f2c868499dc497","Lot 1425, Harlowe Estate Huntly VIC 3551","01 Hl Comms","Split","1_jx-IcrGBxGQ7hl7PrU0IY0vwIxNgvrg","https://drive.google.com/drive/folders/1_jx-IcrGBxGQ7hl7PrU0IY0vwIxNgvrg"
"6a0bbaa0f043d060cbe9f078","Lot 1426, Harlowe Estate Huntly VIC 3551","01 Hl Comms","Split","1JR9A5Khj_uKv7rgRda_8njmnqoiaw5OA","https://drive.google.com/drive/folders/1JR9A5Khj_uKv7rgRda_8njmnqoiaw5OA"
"6a336690d19a3fd37d9832e2","Lot 1430, Harlowe Estate Huntly VIC 3551","01 Hl Comms","Split","1MyWBUfK7TedIrvegDNdFaL-YPMu6MXel","https://drive.google.com/drive/folders/1MyWBUfK7TedIrvegDNdFaL-YPMu6MXel"
"6a0bc34958a90381dbaed5b8","Lot 1440, Harlowe Estate Huntly VIC 3551","01 Hl Comms","Split","192d0aNlU77nk3ftCzQb-HTTFmi44WGao","https://drive.google.com/drive/folders/192d0aNlU77nk3ftCzQb-HTTFmi44WGao"
"6a2fa0dc64f3497dc0df9d18","Lot 150, Units 1,2, SUNNY Dr, Singleton Singleton WA 6175","01 Hl Comms","Split","1mtS9DTpH28HyJYsQ20i1bfj3TNTFdNk9","https://drive.google.com/drive/folders/1mtS9DTpH28HyJYsQ20i1bfj3TNTFdNk9"
"6a2ba3ef0f6ce51e59aa0fb1","Lot 2, 28 Daniel St Elizabeth Park SA 5113","01 Hl Comms","Split","1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a17def4ee6a03311a4c81b5","Lot 275, Units A,B, Wattleup Rd Hammond Park WA 6164","01 Hl Comms","Split","1expoZ_4cssEHkwg7QAgGC5v_gYK40twZ","https://drive.google.com/drive/folders/1expoZ_4cssEHkwg7QAgGC5v_gYK40twZ"
"6a18dad1b9d1998e403f6df6","Lot 279, Units A,B, Ironwood Rd Hammond Park WA 6164","01 Hl Comms","Split","1G_SL9RkwPuPURrAiZc-cW0wvKHMwlCz_","https://drive.google.com/drive/folders/1G_SL9RkwPuPURrAiZc-cW0wvKHMwlCz_"
"6a2ba3f34d6a61478e9481a4","Lot 3, 28 Daniel St Elizabeth Park SA 5113","01 Hl Comms","Split","1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2ba3f7ccef5f3aaad6649c","Lot 4, 28 Daniel St Elizabeth Park SA 5113","01 Hl Comms","Split","1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a164c8a93ead12c0209d707","Lot 46, Howards Crossing Howard QLD 4659","01 Hl Comms","Split","1k4Srk1CtZ3iW54ap0ZKqzhC0eXgQJ_Vy","https://drive.google.com/drive/folders/1k4Srk1CtZ3iW54ap0ZKqzhC0eXgQJ_Vy"
"6a2ba3fbb0d663d25652d1d5","Lot 5, 28 Daniel St Elizabeth Park SA 5113","01 Hl Comms","Split","1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a326292062e8bf45c7d18ea","Lot 537, Units A,B, Kirramingly Ave Donnybrook VIC 3064","01 Hl Comms","Split","1GQEnM5uCsnMBkL_raoLSEaux4-Vd9wd0","https://drive.google.com/drive/folders/1GQEnM5uCsnMBkL_raoLSEaux4-Vd9wd0"
"6a2ba3fe0f6ce56997aa0feb","Lot 6, 28 Daniel St Elizabeth Park SA 5113","01 Hl Comms","Split","1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a34a1c510100d58f3a24ede","Lot 692, Units A,B, Buchanan Avenue Eglinton WA 6034","01 Hl Comms","Split","1n0tK657Oupm31iP_9BBhutRnphNbJgzU","https://drive.google.com/drive/folders/1n0tK657Oupm31iP_9BBhutRnphNbJgzU"
"6a2ba4014d6a611f2b9482a3","Lot 7, 28 Daniel St Elizabeth Park SA 5113","01 Hl Comms","Split","1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a28bca5ccef5fe157c06963","Lot 734, Units A,B, Apron View Yanchep WA 6035","01 Hl Comms","Split","13xP-oFKsYPuZAJeThb4MMn7OnH-C2g9x","https://drive.google.com/drive/folders/13xP-oFKsYPuZAJeThb4MMn7OnH-C2g9x"
"6a2ba404ec66ad472137a235","Lot 8, 28 Daniel St Elizabeth Park SA 5113","01 Hl Comms","Split","1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2fa09557263df79f123d6d","Lot 80, Units 1-2, 94 Innes Park Rd Innes Park QLD 4670","01 Hl Comms","Split","1Am3rw2bf6Rupk2SMUaVQJ8tu5-L3nC1s","https://drive.google.com/drive/folders/1Am3rw2bf6Rupk2SMUaVQJ8tu5-L3nC1s"
"6a2ba409fb5dd1e643e7a869","Lot 9, 28 Daniel St Elizabeth Park SA 5113","01 Hl Comms","Split","1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a1693a99129ee18dfcf2cce","Lot 902, Units A,B, Amadeus St Lakelands WA 6180","01 Hl Comms","Split","1bnLBLNQhwBDB3L90ozjC15dvxO89IL85","https://drive.google.com/drive/folders/1bnLBLNQhwBDB3L90ozjC15dvxO89IL85"
"69fc42a177bd45be0e6a8af6","Unit 1, 26 Beckington St Elizabeth Downs SA 5113","01 Hl Comms","Split","1DAc9t-ljb0ocGFut2bWBUEQcKzims0tB","https://drive.google.com/drive/folders/1DAc9t-ljb0ocGFut2bWBUEQcKzims0tB"
"6a220e632e2423e0b5de8831","Units 1,2, 1491 Riverway Dr Kelso QLD 4815","01 Hl Comms","Split","1ua5hjx2ncg_-eeTFFAnjDDvJjwndVZMh","https://drive.google.com/drive/folders/1ua5hjx2ncg_-eeTFFAnjDDvJjwndVZMh"
